
index； temperature； humidity； adcx
0;112;112;97
1;28;44;97
2;28;44;97
3;28;44;97
4;28;44;97
5;28;44;97
6;28;44;97
7;28;44;97
8;28;44;97
9;28;44;97
10;28;44;97
11;28;44;97
12;28;44;97
13;28;44;97
14;28;44;97
15;28;44;97
16;28;44;97
17;28;44;97
18;28;44;97
19;28;44;97
20;28;44;97
21;28;44;97
22;28;44;97
23;28;44;97
24;28;44;97
25;28;44;97
26;28;44;97
27;28;44;97
28;28;45;97
29;28;45;97
30;28;46;97
31;28;46;97
32;28;47;97
33;28;48;97
34;28;48;97
35;28;49;97
36;28;49;97
37;28;50;97
38;28;50;97
39;28;51;97
40;28;52;97
41;28;52;97
42;28;53;97
43;28;53;97
44;28;54;97
45;28;54;97
46;28;55;97
47;28;56;97
48;28;56;97
49;28;57;97
50;28;57;97
51;28;58;97
52;28;58;97
53;28;59;97
54;28;59;97
55;28;60;97
56;28;60;97
57;28;61;97
58;28;61;97
59;28;62;97
60;28;62;97
61;28;63;97
62;28;63;97
63;28;64;97
64;28;64;97
65;28;65;97
66;28;65;97
67;28;66;97
68;28;66;97
69;28;66;97
70;28;67;97
71;28;67;97
72;28;68;97
73;28;68;97
74;28;69;97
75;28;69;97
76;28;69;97
77;28;70;97
78;28;70;97
79;28;71;97
80;28;71;97
81;28;71;97
82;28;72;97
83;28;72;97
84;28;72;97
85;28;73;97
86;28;73;97
87;28;73;97
88;28;73;97
89;28;73;97
90;28;73;97
91;28;74;97
92;28;74;97
93;28;74;97
94;28;74;97
95;28;75;97
96;28;75;97
97;28;75;97
98;28;76;97
99;28;76;97
100;28;76;97
101;28;76;97
102;28;77;97
103;28;77;97
104;28;77;97
105;28;77;97
106;28;78;97
107;28;78;97
108;28;78;97
109;28;78;97
110;28;79;97
111;28;79;97
112;28;79;97
113;28;79;97
114;28;80;97
115;28;80;97
116;29;80;97
117;29;80;97
118;29;81;97
119;29;81;97
120;29;81;97
121;29;81;97
122;29;81;97
123;29;82;97
124;29;82;97
125;29;82;97
126;29;82;97
127;29;83;97
128;29;83;97
129;29;83;97
130;29;83;97
131;29;83;97
132;29;83;97
133;29;84;97
134;29;84;97
135;29;84;97
136;29;84;97
137;29;84;97
138;29;85;97
139;29;85;97
140;29;85;97
141;29;85;97
142;29;85;97
143;29;85;97
144;29;85;97
145;29;85;97
146;29;85;97
147;29;85;97
148;29;85;97
